book.delta.v1.0.2.5.1,book.delta.v1.0.2.5.15,book.delta.v2.0.2.15.15,book.delta.v2.0.2.5.15,book.imbalance.0.2.15.1,book.imbalance.0.2.30.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.15.15.power,trade.indicator.v1.0.2.15.15.raw,trade.indicator.v1.0.2.15.5.power,trade.indicator.v1.0.2.15.5.sqrt,trade.indicator.v1.0.2.30.15.power,trade.indicator.v1.0.2.30.5.power,trade.indicator.v1.0.2.30.5.sqrt,trade.indicator.v1.0.2.5.15.power,trade.indicator.v1.0.2.5.15.raw,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
-0.00005859578,0.0001617769,0.000008770428,0.00001691468,0.000000006612023,0.000000005133386,0.00000007066124,-0.00006530366,0.000008687297,-0.00002824782,0.0001124767,-0.00002347204,-0.00003007492,0.00000005197685,-0.00000003375653,0.00002015534,-0.00001585205,0.00000005179526
