book-delta-v1-0.2-15-1,book-delta-v1-0.2-15-15,book-delta-v1-0.2-15-5,book-delta-v1-0.2-5-1,book-delta-v1-0.2-5-15,book-delta-v1-0.2-5-5,book-delta-v2-0.2-15-1,book-delta-v2-0.2-15-15,book-delta-v2-0.2-15-5,book-delta-v2-0.2-5-1,book-delta-v2-0.2-5-15,book-delta-v2-0.2-5-5,book-delta-v3-0.2-15-1,book-delta-v3-0.2-15-15,book-delta-v3-0.2-15-5,book-delta-v3-0.2-5-1,book-delta-v3-0.2-5-15,book-delta-v3-0.2-5-5,book-imbalance-0.2-15-1,book-imbalance-0.2-5-1,mid_price,timestamp,trade-indicator-v1-0.2-5-1-power,trade-indicator-v1-0.2-5-1-raw,trade-indicator-v1-0.2-5-1-sqrt,trade-indicator-v1-0.2-5-15-power,trade-indicator-v1-0.2-5-15-raw,trade-indicator-v1-0.2-5-15-sqrt,trade-indicator-v1-0.2-5-5-power,trade-indicator-v1-0.2-5-5-raw,trade-indicator-v1-0.2-5-5-sqrt,trade-indicator-v2-0.2-5-1-power,trade-indicator-v2-0.2-5-1-raw,trade-indicator-v2-0.2-5-1-sqrt,trade-indicator-v2-0.2-5-15-power,trade-indicator-v2-0.2-5-15-raw,trade-indicator-v2-0.2-5-15-sqrt,trade-indicator-v2-0.2-5-5-power,trade-indicator-v2-0.2-5-5-raw,trade-indicator-v2-0.2-5-5-sqrt,return
-2.9042213962475967,-3.5001289654229315,-3.3447082974224958,-2.220227608151587,-1.8806232008922834,-2.176640637850332,-0.6979922969786095,17.18257527073761,6.977055160571879,2.325174591377777,10.846930030445357,6.329528841707994,-3.1908700600702162,-3.1150858240814268,-3.3223474018744987,-1.976187391432772,-0.98956789031571,-1.6466228580917874,-6143.770653519779,-2754.320164911449,8405100.0,2018-07-22 12:01:22.029506,-0.3453010223393084,-1.5842767399025846,-0.8208213633291622,-0.17431922579020884,-1.4899013224118305,-0.6336909807653239,-0.2483370140378961,-1.5508425547345366,-0.7355185707076045,-2894209.829496256,-13305587.698934838,-6890518.964526498,-1454869.4842564191,-12512108.23798735,-5316798.952626245,-2078155.0531905838,-13024460.085221052,-6173124.682912349,-0.0005710818431666488
-1.3049507915430036,-3.3183460521936783,-2.8501724015523315,-0.9976125712752087,-1.782951038659994,-1.8548108003556132,-0.2567770161544618,16.074419186606573,5.712329625881632,0.8553839293020935,10.147378809630846,5.1821799152003925,-1.4337503387240071,-2.953300535123581,-2.8311177032953845,-0.8879582334940016,-0.938173631499312,-1.4031594412927089,-6143.770653519779,-2754.320164911449,8405100.0,2018-07-22 12:01:23.029506,-0.1270291471341125,-0.5828228417362773,-0.30196330444311364,-0.1630768533520441,-1.3938130941241116,-0.5928223388574971,-0.20332115052038405,-1.2697224927431885,-0.6021916732982778,-1064720.294707978,-4894852.167141765,-2534880.2660512333,-1361040.5648312273,-11705164.654108813,-4973902.558190642,-1701449.4517115396,-10663526.014007147,-5054127.020485105,-0.0005710818431666488
0.2667010072749406,-2.582910934317811,-1.7703268028653845,-1.492660231533201,-2.3717357000611345,-2.412053208753405,0.4811185897772518,15.933094644462669,5.372197620087738,0.08267641469543167,9.259084804972126,4.010027926906263,0.19652903018986945,-2.2584121335669174,-1.7774807952185858,-1.4412083925295116,-1.5619184126186352,-2.0141098998102063,-6002.384852331132,-2759.34796182625,8405100.0,2018-07-22 12:01:24.029508,-0.046731411660182236,-0.21440854131989368,-0.11108609169281476,-0.15255953540781406,-1.303921885381638,-0.5545894388839692,-0.16646527868223573,-1.0395608526836828,-0.49303284217678894,-391688.70702106436,-1800715.4798649359,-932530.3357114448,-1273262.9553109915,-10950263.294863997,-4653120.586053979,-1393028.990923908,-8730556.683914721,-4137969.221633546,-0.0005710818431666488
0.131147981974997,-2.3945237481547643,-1.4902569587612198,-0.6706954756137855,-2.2485570888653497,-2.0554161604952337,12.060529878038967,26.79219802493069,16.28526191386401,0.030414953236213817,8.66193851005154,3.283133184459703,0.9746454496179908,-1.5491766301601562,-0.8595601562918611,-0.6475766740923317,-1.4807985218725763,-1.716311241418625,-4583.970125477761,-2759.34796182625,8405100.0,2018-07-22 12:01:25.031745,-0.01719152560670047,-0.07887649436314659,-0.0408662893338723,-0.14272051100718847,-1.2198280317101189,-0.5188222939007187,-0.13629024297684295,-0.8511204397881006,-0.4036611501675802,-144094.22265207398,-662446.2044414785,-343058.73877694376,-1191146.3884754332,-10244047.800280605,-4353026.810447912,-1140515.6747985925,-7147975.248611508,-3387882.6570415436,-0.0007495449191562266
1.1416484446954738,-1.3696501373850072,-0.07385022077847114,0.4257782441977605,-2.3756654841605096,-1.5637567235134318,11.198196936046038,32.982734400977264,18.67736025452604,7.294139267022874,14.600927935082552,8.55209015695117,1.8976699855405443,-0.16670844095231474,0.8706260527151606,1.2145447450305942,-1.1670104534939658,-0.6802669464047078,-1382.1025149859488,-716.8702687099576,8402100.0,2018-07-22 12:01:28.031830,-0.0008559156607286798,-0.003927029417475415,-0.0020346127410064093,-0.11684967145658982,-0.9987107230276582,-0.4247757673989815,-0.07479767123177357,-0.4671048010731748,-0.22153393625106613,-7174.028914593017,-32981.25447055986,-17079.888881680883,-975228.1796626098,-8387116.970090582,-3563956.918686665,-625928.273477098,-3922891.9909500876,-1859309.4239055468,-0.0005712857499910736
-0.4894151000109432,-1.9230399743887368,-0.8252972405642807,-0.7603384416647418,-2.890397094936412,-2.0710529391337493,3.1167677550681114,27.638091247824804,13.416741804649416,2.428471181081632,13.401279079746162,6.7458348384482285,-0.13147522967377473,-0.7743876198859989,-0.005672649359278026,-0.4063421562652349,-1.7395751671505693,-1.316882096377861,-2084.6684859879315,-722.2953620404005,8402100.0,2018-07-22 12:01:29.033475,-0.0003148737749587525,-0.0014446733875646705,-0.0007484921981617343,-0.10931368384628944,-0.9343008574183516,-0.3973806974739129,-0.061239153696069276,-0.3824330655489813,-0.181376646459165,-2639.1777480482488,-12133.125463762695,-6283.339977063093,-912332.7740740408,-7846206.5097969575,-3334106.591783136,-512466.72671670537,-3211792.3139941483,-1522273.8048391768,-0.0006426964687399579
0.7674143229072495,-1.14701304609206,0.10665965890680018,-1.3322128805814826,-3.3063508969782403,-2.462448407879629,1.7404856139461078,26.628759479393423,11.633238668866625,0.1936039080002146,11.731327789553328,4.79706774236436,0.92848343852155,-0.062128460355936,0.8024248963557367,-1.1731520963615778,-2.2152981276170323,-1.8197864084057849,-1826.356207901612,-507.1640833225101,8403600.0,2018-07-22 12:01:30.033477,-0.00011583558837136841,-0.0005314656384925455,-0.00027535489158092335,-0.10226371479774167,-0.8740449782358974,-0.3717524182035817,-0.05013837842344108,-0.3131097117588386,-0.14849863834627106,-970.8992351040953,-4463.5274152720185,-2311.511599452154,-853493.6828195382,-7340180.995915605,-3119080.005453085,-419572.26909217646,-2629593.1399665023,-1246332.3786268642,-0.0008210766814222476
2.1727576052725595,0.1465915886470457,1.56826733394096,0.40850105840646217,-2.5238177789758423,-1.3219117584907998,1.115457203705747,25.549277551789213,10.053573904901539,0.5104119241429097,11.460629556238606,4.382352409491313,2.2150435230528007,1.1371492306915851,2.108018675917365,0.4492048434974917,-1.5229642554904856,-0.8256741292075546,192.06081980839366,1066.380351325497,8401100.0,2018-07-22 12:01:31.033479,-4.2613531517824234e-05,-0.00019551528209046145,-0.00010129740363861318,-0.09566841950856857,-0.8176751823714904,-0.3477769839318458,-0.04104983232473275,-0.25635255010434377,-0.12158040200429734,-357.17386804387536,-1642.0399711836826,-850.3575954677652,-798449.301958038,-6866790.593075385,-2917921.131973817,-343516.71984447533,-2152928.771773469,-1020410.6469386448,-0.0005832569544464416
-0.3816743822060185,-0.2718068089205651,-0.32048636689663723,-0.30725201690140824,-1.4587540660461196,-1.0593259661745014,3.3418244919795383,16.745095129977518,8.930609850018573,-0.13809239645584803,-0.8274576920174099,-0.8654281110465534,-0.030944051550901932,0.8021047825471009,0.38750378639528,-0.3072520164159286,-1.172879133446405,-1.0443896905494228,-3552.9776734150946,-1582.1661155857144,8398800.0,2018-07-22 12:05:25.138164,6.026686678188673e-07,1.66305446618715e-07,3.7186891660074345e-07,0.19271940487318107,0.07456460123787705,0.14705887776024815,0.04094899846652966,0.012017778620425044,0.026208996633263933,5.063019516971611,1.397132058827036,3.1240707805526315,1619602.2004593434,626442.6060326792,1235617.7546146798,344031.285693806,100962.22359488693,220187.6972763232,-0.0007382006953374292
-2.75715391493046,-3.2357584045562846,-3.3847735509678194,0.6858378405504956,-0.023742253640012825,0.5108415892229069,-4.164148105574334,10.165515849233383,-3.1813766032511976,-0.4977675718004784,2.29866578770442,0.4247801852496349,-2.749575271906833,-1.8653758860946017,-2.8588583451402365,0.6923858892074367,0.5790233586092927,0.791641293206843,-4126.982887485996,-2101.1421150155365,8396300.0,2018-07-22 12:05:36.143423,1.0065591765566682e-11,2.7775838092139504e-12,6.210843378258437e-12,0.0925641517834602,0.03581377324819938,0.07063315856056401,0.004537278361865851,0.0013316078276424256,0.002904039604473416,8.456103706763399e-05,2.3334481610989066e-05,5.217729542433925e-05,777903.5225373269,300883.7045060047,593473.7576621057,38119.7530303281,11186.933249597612,24397.49229074606,-0.0007265104867620262
