book-delta-v1-0.2-10-1,book-delta-v1-0.2-10-5,book-delta-v1-0.2-2-1,book-delta-v1-0.2-2-5,book-delta-v1-0.2-5-1,book-delta-v1-0.2-5-5,book-delta-v2-0.2-10-1,book-delta-v2-0.2-10-5,book-delta-v2-0.2-2-1,book-delta-v2-0.2-2-5,book-delta-v2-0.2-5-1,book-delta-v2-0.2-5-5,book-delta-v3-0.2-10-1,book-delta-v3-0.2-10-5,book-delta-v3-0.2-2-1,book-delta-v3-0.2-2-5,book-delta-v3-0.2-5-1,book-delta-v3-0.2-5-5,book-imbalance-0.2-10-1,book-imbalance-0.2-2-1,book-imbalance-0.2-5-1,mid_price,timestamp,trade-indicator-v1-0.2-5-1-power,trade-indicator-v1-0.2-5-1-raw,trade-indicator-v1-0.2-5-1-sqrt,trade-indicator-v1-0.2-5-5-power,trade-indicator-v1-0.2-5-5-raw,trade-indicator-v1-0.2-5-5-sqrt,return
-1.2858303334061307,-0.9046911920225628,1.3480430262519778,3.4541985648316653,-0.985227250640454,-0.7331668287852839,-1.8554908995786488,-2.2165154823021207,0.6774021412054538,1.629362588217116,-1.79081177121377,-2.1572668963707318,-1.5532798355378534,-1.4573144504251883,1.3480430262519778,3.4541985648316653,-0.985227250640454,-0.7331668287852839,-12856.0,-12936.0,-17328.0,88081504.0,2024-05-01 00:00:04.961982,0.1505207379024208,0.0012892951111390233,0.02497122425962317,0.4294946692443535,0.0032754174540807605,0.06781700051333077,-0.0004995373376004116
-1.3817907747808127,-1.4633451195678226,-0.4336518560466212,1.9951729872968096,-1.2636981909955172,-1.3022981598493608,-0.8782042990008747,-2.0103367337994063,-0.05482166744331274,1.0299852702897752,-0.9053833040580792,-2.0128012210765265,-1.48042716324887,-1.897774106626688,-0.4336518560466212,1.9951729872968096,-1.2636981909955172,-1.3022981598493608,-12856.0,-12936.0,-17328.0,88081504.0,2024-05-01 00:00:05.961983,-0.10311583350110023,0.000374305167517109,-0.0008135998476924387,0.1931511755480523,0.0025816850013505193,0.045523864028079813,-0.0004995373376004116
-3.361023003609029,-4.171741086875878,-2.439078817357771,-1.6379287828820617,-3.349045339291668,-4.0533329722605975,-1.6545419002061148,-3.6757895931861286,-0.4475078887780689,0.11747732773425636,-2.139135311746175,-3.97291149955149,-3.82873895298828,-3.9623010262185336,-2.872787901608816,-1.1875127976764983,-3.8075495803240265,-3.6112326919498465,-20480.0,-21240.0,-23176.0,88080000.0,2024-05-01 00:00:07.961984,0.016514987984385457,-0.023444674436885637,-0.04807786172231476,0.2753714903863907,-0.021268839483383786,-0.002499147987640886,-0.0004824704813805631
0.775680356228972,-1.621118471806975,1.145033673267078,0.4897120187198965,0.7810953128535998,-1.515174450722513,1.5838234049216326,-0.8436790316708859,0.5803952886845072,0.8518832652206152,1.0461250652970522,-1.4339556656593029,-0.29904714911688624,-2.1523719318932217,0.06299942774014368,0.12644595706657635,1.180325462627107,-0.6334395985676777,-21568.0,-10544.0,-21256.0,88085000.0,2024-05-01 00:00:08.961984,0.16456484299600474,-0.008524813732814098,-0.007686857029433656,0.3839444261456119,-0.01731345296985173,0.00795387055971483,-0.0005392064483169665
-0.8877072677752985,-1.7134469160712933,-0.10582876980583994,-0.9108752446847126,-2.765340871169591,-3.5219388558074414,-3.1900476176069748,-5.959690016809077,-6.181777698387452,-10.80588404631765,-3.2136597114506453,-5.512371889017861,-0.7547785112444593,-1.7637816762349807,0.7163437231812448,-0.019191312809772043,-2.631758311995796,-3.5579377949089377,-4048.0,200.0,-1088.0,88195504.0,2024-05-01 00:04:08.962159,-0.0780429613524495,-0.0005606436496620666,-0.008741977938494907,-0.20057215164100792,0.0038643649324169365,-0.02949001935963569,-0.0005329976911294707
0.2380120398553839,1.1056348486301713,1.1181985952277436,2.413161743254894,2.1298941827019933,2.991121922318136,-0.007310583598282344,-0.7720905333628949,0.1814057214681057,0.7711249395463726,0.4529876052256414,0.9060899349864592,0.43945776768839706,2.2913662772900083,1.9091556739740148,3.7033484857321386,3.0036353523426804,4.852633882306798,4736.0,6512.0,8248.0,88215000.0,2024-05-01 00:07:02.962278,0.01701809699658317,0.00031468950204761187,0.003365152732743531,0.4617643265227507,0.04546203935434205,0.16277059654713866,-0.0006858697500425097
-1.4544264152815287,-0.36406329539991295,-1.1374938548970466,0.7117396113576452,-0.8408881881914824,1.1440050155374226,0.4493569826389833,-0.3118960283134439,-0.17126853580469542,0.2965303171053504,0.5913553242853756,0.5851071991910616,-2.8801350903544662,-0.6914197568981186,-0.7163267672053417,1.6462572478066932,-1.9776498947850218,1.3644625004809718,6808.0,4960.0,6288.0,88207000.0,2024-05-01 00:07:03.962279,-0.4225979912563935,-0.06968423080962173,-0.2531481083098661,-0.050797944470779184,-0.03257882889073621,-0.12112078572665315,-0.0009749793100320836
-4.228477798248697,-3.351529143133248,-2.3453865905195945,-1.168078812317555,-3.990657221823614,-2.112241780352604,-3.1485318239126117,-3.5525705759778026,-0.45054686756784995,0.02015840915067824,-2.9943004431384708,-2.7283662299190463,-3.9159871373250215,-2.7930840265360724,-1.3014492370476332,0.4463581723128261,-3.549532957751825,-1.0847044311259362,3792.0,5664.0,4856.0,88206496.0,2024-05-01 00:07:04.962280,-0.6712380747775234,-0.06213539535226365,-0.2841777149601369,-0.5573628012453218,-0.06317328857566938,-0.2902150424528753,-0.0010599672840422092
-0.3338455527302222,-1.6418390722737746,0.19303293362838006,-0.0156416013159284,-0.2657478076636588,-0.7027028867149385,-4.320677843120186,-6.081902976870937,0.05141739351216529,0.623045039277922,-5.63151412027869,-7.028226746173135,0.5526234520783957,-0.5977261030811825,2.720180765454296,3.0821403280901043,0.6497488374932807,0.6947432829966742,4104.0,1144.0,6104.0,88201000.0,2024-05-01 00:07:05.962280,-0.2810997771012804,-0.03905833307672498,-0.13983107690505306,-0.4904951552603661,-0.06792191268753804,-0.2728959181941415,-0.0010146823732157231
-21.493799500583357,-28.28503589666493,-21.412907038779228,-27.16460446532249,-21.483716383919077,-27.673178759466637,-4.900093851837936,-9.255459370612057,-3.479905271864517,-5.976232849976332,-6.384248017814998,-11.768516702401035,-21.990937411601404,-28.23249854083332,-21.757141891259195,-26.027517540731058,-20.50563952930901,-26.222054180616713,-5448.0,-4864.0,-6352.0,88154496.0,2024-05-01 00:07:07.962280,-0.6841273705417179,-0.5315650979388025,-0.6771168971147881,-1.4300762653532133,-1.0448417696028856,-1.3029295276448785,-0.0008960632024939488
-10.359492996189498,-24.688907127123514,-10.330398900540203,-23.785185548826103,-10.355833141736928,-24.192382478000155,-5.960768616659768,-12.098313934802368,-2.7693903037119147,-7.023803192301228,-4.560439968187655,-11.87054794773154,-9.531550845570381,-23.838565534321408,-9.438085467679704,-22.03239954503646,-7.917177851358707,-21.345252775442386,4288.0,3208.0,5920.0,88121000.0,2024-05-01 00:07:08.962281,-0.3507973252879481,-0.19925187100246428,-0.2878951527092543,-1.2699683482145567,-0.8591440887007963,-1.1055462403671557,-0.0005162901011109724
2.4415513546541803,2.9665280448400058,2.629451417688835,3.674602458396186,2.4415150011104707,2.928629759622265,2.5523466250643927,1.093031106870035,1.030848229340087,0.40359626704057705,1.221617454411238,0.9894932469423118,3.3464918451325643,4.536700787713262,3.2382196676482318,4.253834949400319,3.0441256593183548,3.511765770296156,12352.0,-2792.0,-1832.0,88021000.0,2024-05-01 00:08:23.962334,0.3954077601820384,0.00714231174243198,0.08778344613269773,0.9126851755558514,0.01812011852561369,0.215676100615704,-0.0008634303177650788
-1.4594615229040997,0.6150863267645716,-1.3829038886096363,1.1933288831914233,-1.4594759979235143,0.5846017716307081,-1.210683964106895,-1.255002579235829,-1.0246386574098811,-1.0758755609674036,-1.050270046793244,-0.6899972965149163,-1.0352814369007532,1.970370675520832,-1.0933745346788972,1.69888044554484,-1.1681146625339045,1.1186169749932258,17752.0,3224.0,5352.0,88012496.0,2024-05-01 00:08:24.962335,-0.22309216969080006,-0.004172490437673919,-0.05016838795157992,0.3786888655645322,0.008035498196185957,0.09411854321903776,-0.0007896151473763453
-23.04709652934632,-21.046459687505735,-23.018840601465488,-20.55670240567627,-23.04709945308502,-21.04538647167982,-6.569880937350649,-7.5015346818320765,-3.8157330677782686,-4.7607975382802445,-3.777093966759727,-4.096340600978425,-21.663735634547248,-19.03387253397794,-21.680346271040005,-19.279314632029635,-23.29910550752859,-20.7971172860228,-5624.0,-7064.0,-7120.0,87997000.0,2024-05-01 00:08:25.962336,-0.8588453815808156,-0.7170349871859409,-0.8543873660697089,-0.4667301387793434,-0.7089211042459163,-0.7588737017772842,-0.0007670261486187029
-15.832938166987278,-22.789233605948674,-15.822680451807143,-22.38733317576089,-15.832939369548097,-22.787861761376284,-3.90235485547762,-6.727172555889641,-4.829291984153326,-9.297113435809749,-3.360644892536528,-5.222477631089814,-13.154229882377539,-19.38936577707268,-14.152890988293438,-20.465443734852144,-13.753897687284812,-20.831528118530084,-6792.0,-13576.0,-12208.0,87986000.0,2024-05-01 00:08:26.962336,-0.497161214710448,-0.28918243101069496,-0.4293250792949564,-0.5633359736888262,-0.6058155101764922,-0.736326769868483,-0.0006875639306253268
-6.775134198253008,-19.12824545257165,-6.77199583681975,-18.824630035305763,-6.7751347208250765,-19.13085869654423,-3.2290625580270986,-7.165787818260082,-2.998818030881357,-9.403907106602336,-1.873413587862632,-3.9384093714412547,-6.347496954237294,-16.853464082563807,-6.761351497206374,-17.741729481142308,-5.415425194673345,-17.09392311752725,-3912.0,-9416.0,-6080.0,87976496.0,2024-05-01 00:08:27.962337,0.04142598146711257,-0.09148427102028206,-0.05424670088140328,-0.2368991146672632,-0.4810997887765896,-0.4991602014353904,-0.0005796093538437812
3.699269085862707,2.9280511641346934,4.364075089041688,3.8376007744569023,4.360785574171326,3.4043789558922777,1.5445408121590656,2.9182388881372314,1.7973480971676776,1.9678426730958951,1.6462231591323413,1.409932314863933,4.230061727153176,4.115569770690685,4.7200452526695855,4.401880155527602,4.109749576134513,3.0307575611032944,2608.0,-2040.0,-1216.0,87758000.0,2024-05-01 00:09:43.962401,1.1108908549173897,0.6869978523462663,0.8864706965873154,1.8454281093642684,0.8485032572652977,1.247909136816427,0.0008375760614416919
3.3148069817989536,3.928354170972032,3.551024949954256,4.674517975102043,3.5497816006103458,4.320679209527209,2.421668220310619,4.618845536295383,1.831000520651935,3.4324491089425395,2.1041481202551973,3.2155057855510774,4.009638017003728,5.309274252239712,4.174526625371756,5.551061500464085,3.976848838348976,4.439154097514161,10456.0,536.0,3272.0,87767504.0,2024-05-01 00:09:44.962401,0.2840094711303901,0.14173237712603345,0.1638720200918422,1.3862443099519988,0.5836957019288457,0.8594592629750489,0.0008373942136943988
